play,organ,1
play,restaurant,
play,switch,
play,radio,
play,stage,
play,church,
play,screen,
play,wing,
play,file,
play,safe,
play,basketball,1
play,rule,
play,cricket,
play,cup,1
play,library,
play,slot,1
play,scale,
play,violin,1
play,harmonica,1
play,cello,1
play,chain,
play,baseball,1
play,suit,
play,hook,
play,tank,
play,television,
play,brass,1
play,trombone,1
play,admiral,
play,pitcher,
play,banana,
play,mouse,
play,whistle,1
play,groom,
play,pick,1
play,boxer,
play,ant,
play,flute,1
play,lion,
play,banjo,1
play,dough,
play,swing,1
play,pirate,
play,bow,1
play,volleyball,1
play,cassette,1
play,harp,1
play,drum,1
play,accordion,1
play,gorilla,
play,laptop,1
play,puck,1
play,robin,
play,hip,
play,cornet,1
play,bassoon,1
play,cradle,
play,reel,
play,racer,
play,vulture,
play,sax,1
play,oboe,1
play,chime,1
play,ostrich,
play,gong,1
play,marimba,1
insert,organ,1
insert,mask,
insert,switch,
insert,stage,1
insert,screen,1
insert,file,1
insert,plate,1
insert,barrel,1
insert,hook,1
insert,nail,1
insert,teapot,1
insert,pick,
insert,balloon,
insert,screw,1
insert,cassette,1
insert,microphone,1
insert,syringe,1
insert,slug,
insert,projectile,
insert,reel,1
insert,cucumber,
insert,coil,1
enclose,organ,
enclose,mask,1
enclose,stage,
enclose,mosque,
enclose,church,
enclose,plane,
enclose,valley,
enclose,altar,
enclose,tank,
enclose,shield,1
enclose,envelope,1
enclose,patio,
enclose,microphone,
enclose,mushroom,
enclose,cairn,
enclose,bubble,1
enclose,coil,1
replace,organ,
replace,mask,
replace,restaurant,
replace,switch,
replace,radio,
replace,stage,
replace,mosque,
replace,church,
replace,screen,
replace,wing,
replace,file,
replace,pot,
replace,throne,
replace,rule,
replace,castle,
replace,plane,
replace,missile,
replace,cricket,
replace,menu,
replace,cinema,
replace,rifle,
replace,prison,
replace,necklace,
replace,projector,
replace,pole,
replace,corn,
replace,cup,
replace,library,
replace,slot,
replace,cab,
replace,plate,
replace,altar,
replace,tiger,
replace,scale,
replace,vault,
replace,hammer,
replace,iron,
replace,cannon,
replace,violin,
replace,barrel,
replace,palace,
replace,chain,
replace,baseball,
replace,suit,
replace,hook,
replace,tank,
replace,monastery,
replace,television,
replace,jersey,
replace,brass,
replace,trombone,
replace,shield,
replace,stove,
replace,admiral,
replace,broom,
replace,pitcher,
replace,banana,
replace,wool,
replace,submarine,
replace,mouse,
replace,obelisk,
replace,dam,
replace,shovel,
replace,whistle,
replace,viaduct,
replace,pick,
replace,gown,
replace,parachute,
replace,printer,
replace,flute,
replace,fountain,
replace,lion,
replace,boathouse,
replace,dome,
replace,envelope,
replace,beacon,
replace,dough,
replace,swing,
replace,balloon,
replace,pirate,
replace,bow,
replace,screw,
replace,dock,
replace,volleyball,
replace,barn,
replace,cassette,
replace,crane,
replace,pier,
replace,harp,
replace,lifeboat,
replace,drum,
replace,carousel,
replace,microwave,
replace,monarch,
replace,microphone,
replace,vacuum,
replace,mortar,
replace,accordion,
replace,knot,
replace,wig,
replace,tractor,
replace,desk,
replace,notebook,
replace,candle,
replace,laptop,
replace,orange,
replace,streetcar,
replace,grille,
replace,hip,
replace,pickup,
replace,goose,
replace,cairn,
replace,revolver,
replace,bubble,
replace,reel,
replace,liner,
replace,bathtub,
replace,stretcher,
replace,tub,
replace,ipod,
replace,bison,
replace,coil,
replace,oboe,
replace,radiator,
replace,abacus,
replace,barbell,
replace,fireboat,
replace,trolleybus,
replace,scoreboard,
replace,cock,
replace,marimba,
replace,thatch,
replace,badger,
put,organ,
put,mask,
put,restaurant,1
put,radio,
put,stage,1
put,church,1
put,screen,1
put,wing,
put,ear,
put,file,1
put,safe,1
put,basketball,
put,pot,1
put,jeep,1
put,rule,
put,castle,1
put,plane,1
put,missile,
put,cricket,
put,menu,
put,cinema,1
put,rifle,
put,prison,1
put,necklace,
put,spotlight,
put,pole,
put,corn,
put,wardrobe,1
put,cup,1
put,library,1
put,umbrella,
put,plate,1
put,altar,
put,tiger,
put,scale,1
put,lipstick,
put,backpack,1
put,hammer,
put,iron,
put,cannon,1
put,violin,
put,barrel,1
put,palace,1
put,chain,
put,baseball,
put,suit,
put,hook,
put,nail,
put,tank,
put,monastery,1
put,television,
put,jersey,
put,shield,
put,convertible,1
put,bee,
put,broom,
put,bucket,1
put,pitcher,1
put,submarine,1
put,mouse,
put,canoe,1
put,dam,
put,shovel,
put,whistle,
put,packet,
put,pick,
put,gown,
put,parachute,
put,boxer,
put,printer,1
put,flute,
put,fountain,1
put,lion,
put,dome,1
put,envelope,1
put,diaper,
put,dough,
put,balloon,
put,torch,
put,bow,
put,fly,
put,screw,
put,cloak,
put,purse,1
put,dock,1
put,barn,1
put,cassette,
put,hay,
put,crane,1
put,pier,1
put,pedestal,1
put,pizza,
put,lifeboat,1
put,drum,
put,wallet,1
put,tray,1
put,monarch,
put,microphone,
put,perfume,
put,wig,
put,handkerchief,
put,hourglass,
put,desk,1
put,monitor,
put,notebook,1
put,apron,
put,candle,
put,laptop,1
put,puck,
put,kimono,
put,grille,
put,volcano,1
put,mushroom,
put,broccoli,
put,revolver,
put,racket,
put,reel,
put,poncho,
put,pillow,1
put,hamster,
put,padlock,
put,muzzle,
put,sock,
put,sax,
put,lotion,
put,cougar,
put,breastplate,
put,hog,
put,cardigan,
put,goldfish,
put,teapot,1
put,vase,1
put,goblet,1
put,crate,1
repair,organ,
repair,radio,
repair,mosque,
repair,church,
repair,screen,
repair,wing,
repair,file,
repair,jeep,
repair,castle,
repair,plane,
repair,prison,
repair,projector,
repair,library,
repair,plate,
repair,palace,
repair,chain,
repair,suit,
repair,tank,
repair,monastery,
repair,shield,
repair,airship,
repair,submarine,
repair,dam,
repair,fountain,
repair,dome,
repair,bow,
repair,screw,1
repair,crane,1
repair,pier,
repair,harp,
repair,drum,
repair,hip,
form,organ,
form,mask,
form,restaurant,
form,switch,
form,radio,
form,stage,
form,mosque,
form,church,
form,screen,
form,wing,
form,ear,
form,file,
form,pot,
form,rule,
form,castle,
form,plane,
form,cinema,
form,rifle,
form,prison,
form,necklace,
form,pole,
form,cup,
form,library,
form,valley,
form,umbrella,
form,cab,
form,plate,
form,altar,
form,scale,
form,vault,
form,iron,
form,cannon,
form,barrel,
form,palace,
form,chain,
form,baseball,
form,suit,
form,cliff,
form,hook,
form,nail,
form,tank,
form,monastery,
form,television,
form,brass,
form,shield,
form,sundial,
form,bee,
form,broom,
form,wool,
form,submarine,
form,canoe,
form,dam,
form,viaduct,
form,packet,
form,parachute,
form,upright,
form,fountain,
form,dome,
form,envelope,
form,bakery,
form,dough,
form,swing,
form,balloon,
form,torch,
form,bow,
form,fly,
form,cloak,
form,dock,
form,loudspeaker,
form,pier,
form,pedestal,
form,pizza,
form,drum,
form,tray,
form,vacuum,
form,mortar,
form,knot,
form,promontory,
form,hourglass,
form,maze,
form,apron,
form,candle,
form,orange,
form,breakwater,
form,honeycomb,
form,volcano,
form,spindle,
form,cairn,
form,slug,
form,racket,
form,cradle,
form,bubble,
form,liner,
form,tripod,
form,vase,
form,pillow,
form,muzzle,
form,coil,
form,radiator,
form,geyser,
define,organ,
define,switch,
define,radio,
define,stage,
define,church,
define,quilt,
define,file,
define,rule,
define,plane,
define,cricket,
define,cinema,
define,rifle,
define,projector,
define,pole,
define,library,
define,valley,
define,scale,
define,chain,
define,suit,
define,tank,
define,television,
define,bucket,
define,dam,
define,envelope,
define,screw,
define,volcano,
define,bubble,
study,organ,
study,mask,
study,radio,
study,stage,
study,church,
study,wing,
study,ear,
study,beaver,
study,file,
study,rule,
study,castle,
study,plane,
study,missile,
study,cinema,
study,wreck,
study,library,
study,plate,
study,iron,
study,violin,
study,harmonica,
study,cello,
study,chain,
study,baseball,
study,suit,
study,tank,
study,television,
study,trombone,
study,bee,
study,flute,
study,lion,
study,banjo,
study,swing,
study,fly,
study,crane,
study,harp,
study,drum,
study,accordion,
study,knot,
study,volcano,
study,lynx,
study,cornet,
study,bassoon,
study,oboe,
study,marimba,
name,organ,
name,restaurant,
name,radio,
name,stage,
name,mosque,
name,church,
name,wing,
name,file,
name,rule,
name,castle,
name,plane,
name,missile,
name,wreck,
name,pole,
name,cup,
name,library,
name,valley,
name,cannon,
name,palace,
name,chain,
name,suit,
name,tank,
name,skunk,
name,airship,
name,bikini,
name,submarine,
name,mouse,
name,canoe,
name,dam,
name,pick,
name,printer,
name,fountain,
name,boathouse,
name,bakery,
name,pizza,
name,lifeboat,
name,monarch,
name,promontory,
name,stupa,
name,gorilla,
name,volcano,
name,spindle,
name,revolver,
name,liner,
name,snail,
name,fireboat,
name,cockroach,
name,orangutan,
locate,organ,
locate,restaurant,
locate,switch,
locate,church,
locate,ear,
locate,file,
locate,safe,
locate,throne,
locate,castle,
locate,plane,
locate,missile,
locate,wreck,
locate,prison,
locate,necklace,
locate,pole,
locate,library,
locate,plate,
locate,tiger,
locate,vault,
locate,cannon,
locate,palace,
locate,chain,
locate,tank,
locate,monastery,
locate,bee,
locate,submarine,
locate,dam,
locate,printer,
locate,beacon,
locate,balloon,
locate,dock,
locate,promontory,
locate,laptop,
locate,projectile,
feature,organ,
feature,mask,
feature,restaurant,
feature,switch,
feature,radio,
feature,stage,
feature,mosque,
feature,church,
feature,screen,
feature,wing,
feature,ear,
feature,beaver,
feature,basketball,
feature,pot,
feature,throne,
feature,rule,
feature,castle,
feature,plane,
feature,missile,
feature,cricket,
feature,menu,
feature,cinema,
feature,wreck,
feature,rifle,
feature,spotlight,
feature,projector,
feature,pole,
feature,corn,
feature,cup,
feature,library,
feature,slot,
feature,valley,
feature,umbrella,
feature,cab,
feature,plate,
feature,altar,
feature,tiger,
feature,scale,
feature,vault,
feature,backpack,
feature,hammer,
feature,iron,
feature,cannon,
feature,violin,
feature,barrel,
feature,harmonica,
feature,palace,
feature,cello,
feature,chain,
feature,baseball,
feature,suit,
feature,cliff,
feature,hook,
feature,tank,
feature,monastery,
feature,television,
feature,jersey,
feature,brass,
feature,trombone,
feature,shield,
feature,stove,
feature,sundial,
feature,convertible,
feature,bee,
feature,airship,
feature,bucket,
feature,pitcher,
feature,banana,
feature,submarine,
feature,mouse,
feature,obelisk,
feature,canoe,
feature,dam,
feature,ambulance,
feature,whistle,
feature,groom,
feature,viaduct,
feature,packet,
feature,pick,
feature,parachute,
feature,boxer,
feature,printer,
feature,flute,
feature,fountain,
feature,lion,
feature,eel,
feature,boathouse,
feature,dome,
feature,envelope,
feature,banjo,
feature,beacon,
feature,bakery,
feature,dough,
feature,swing,
feature,balloon,
feature,pirate,
feature,torch,
feature,bow,
feature,fly,
feature,ram,
feature,screw,
feature,purse,
feature,dock,
feature,loudspeaker,
feature,patio,
feature,volleyball,
feature,barn,
feature,crane,
feature,pier,
feature,pedestal,
feature,harp,
feature,pizza,
feature,drum,
feature,carousel,
feature,tray,
feature,monarch,
feature,microphone,
feature,mortar,
feature,scorpion,
feature,perfume,
feature,accordion,
feature,knot,
feature,promontory,
feature,tractor,
feature,hourglass,
feature,maze,
feature,stupa,
feature,desk,
feature,monitor,
feature,notebook,
feature,gorilla,
feature,apron,
feature,candle,
feature,orange,
feature,greenhouse,
feature,robin,
feature,grille,
feature,koala,
feature,hip,
feature,carton,
feature,volcano,
feature,refrigerator,
feature,pickup,
feature,goose,
feature,bonnet,
feature,cornet,
feature,cairn,
feature,bassoon,
feature,toaster,
feature,projectile,
feature,cradle,
feature,bubble,
feature,reel,
feature,liner,
feature,tripod,
feature,bathtub,
feature,hen,
feature,vulture,
feature,tub,
feature,minivan,
feature,planetarium,
feature,bison,
feature,modem,
feature,hamster,
feature,joystick,
feature,pelican,
feature,hare,
feature,peacock,
feature,coil,
feature,sock,
